Name,Vmag,RA_deg,Dec_deg,SpType,Parallax_arcsec,Distance_ly,Constellation
 84Psi Peg,4.66,359.439583,25.141389,  M3III             ,0.005,652.312,Peg
          ,4.8,359.603333,51.388611,  M7IIIe            ,,,
 27    Psc,4.86,359.668333,-3.556111,  G9III             ,0.029,112.4675862,Psc
  8Sig Cas,4.88,359.752083,55.755,  B1V               ,0.006,543.5933333,Cas
 28Ome Psc,4.01,359.827917,6.863333,  F4IV              ,0.018,181.1977778,Psc
   Eps Tuc,4.5,359.979167,-65.577222,  B9IV              ,,,Tuc
   The Oct,4.78,0.39875,-77.065833,  K3III             ,0.017,191.8564706,Oct
 30    Psc,4.41,0.49,-6.014167,  M3III             ,0.006,543.5933333,Psc
  2    Cet,4.55,0.935,-17.336111,  B9.5Vn            ,0.007,465.9371429,Cet
  3    Cet,4.94,1.125417,-10.509444,  K3Ib              ,0.016,203.8475,Cet
