Name,Vmag,RA_deg,Dec_deg,SpType,Parallax_arcsec,Distance_ly,Constellation
          ,5.53,95.15125,-34.143889,  B1.5Ve            ,,,
 46Psi1Aur,4.91,96.224583,49.288056,  K5-M0Iab-Ib       ,0.007,465.9371429,46Psi1Aur
          ,6.6,95.025417,-48.741111,  G3V               ,0.041,79.5502439,
          ,5.64,96.6075,56.285,  A3Vm              ,0.023,141.8069565,
          ,6.4,95.827083,3.764444,  B3V               ,,,
  5    Lyn,5.21,96.70375,58.417222,  K4III             ,0.005,652.312,Lyn
  2Bet CMa,1.98,95.675,-17.955833,  B1II-III          ,0.019,171.6610526,CMa
          ,6.67,95.844583,-4.687222,  A2V               ,,,
   Del Col,3.85,95.528333,-33.436389,  G7II              ,0.019,171.6610526,Col
          ,6.71,96.219167,29.707222,  B8IIIn            ,,,
  8Eps Mon,4.44,95.942083,4.592778,  A5IV              ,0.025,130.4624,Mon
          ,6.72,95.94375,4.595556,  F5V               ,0.025,130.4624,
          ,6.26,96.009583,8.884722,  B8Vn              ,,,
          ,6.19,95.9,-9.874444,  K5                ,,,
          ,6.33,96.220417,16.056944,  G9III             ,,,
          ,6.24,95.941667,-15.071667,  K2                ,,,
          ,6.06,96.387083,23.326944,  A2Vn              ,,,
          ,5.22,96.042917,-11.530278,  K3III             ,0.016,203.8475,
          ,6.6,95.948333,-19.785278,  B8IIIHe wk        ,0.003,1087.186667,
          ,6.34,95.81,-31.79,  G8III             ,,,
          ,6.24,96.367083,14.721944,  C5II              ,,,
          ,6.12,96.085417,-12.9625,  B5Ve              ,,,
          ,5.98,96.304583,7.085833,  F7Iab-K1Iab       ,0.005,652.312,
          ,5.63,95.982917,-25.577778,  K5III             ,,,
          ,6.66,96.326667,1.501111,  B9V               ,,,
          ,5.87,96.318333,-0.946111,  F8V               ,0.027,120.7985185,
          ,6.56,96.962917,47.405278,  A0V               ,,,
          ,6.51,96.444167,2.272222,  A0V               ,,,
          ,5.62,96.004167,-36.707778,  G6III             ,,,
          ,6.35,96.44625,-3.889167,  G9III             ,,,
          ,6.39,96.182917,-28.78,  G2IV              ,,,
          ,6.43,96.897917,32.563056,  K0                ,,,
   Nu  Pic,5.61,95.7325,-56.37,  Am                ,,,Pic
          ,6.4,96.495,-7.894167,  A4V               ,,,
          ,5.98,95.907083,-52.181111,  G8III             ,,,
          ,6.31,96.185417,-40.284167,  B9V               ,,,
          ,5.87,96.665,-1.507222,  A3Vn              ,,,
          ,6.15,96.64375,-4.597222,  B2.5V             ,,,
   Alp Car,-0.72,95.987917,-52.695833,  F0II              ,0.028,116.4842857,Car
          ,6.71,96.744583,0.840833,  A1Vn              ,,,
          ,6.27,96.687083,-7.511389,  A0Vn              ,,,
          ,6.25,96.374583,-35.063889,  K3III             ,,,
 16    Gem,6.22,96.985833,20.496111,  A2V s             ,,,Gem
  6    Lyn,5.88,97.696667,58.162778,  K0III-IV          ,0.025,130.4624,Lyn
 48    Aur,5.55,97.142083,30.493056,  F8Ib              ,0.005,652.312,Aur
          ,5.55,96.835,2.908056,  G9III             ,,,
          ,5.2,96.8075,0.299167,  K1II              ,0.005,652.312,
          ,5.55,96.815,-0.276111,  K5III             ,,,
          ,6.48,95.945417,-58.543889,  A3V               ,,,
          ,6.27,95.755417,-63.683056,  M1III             ,,,
 47    Aur,5.9,97.5125,46.685556, gK4                ,0.017,191.8564706,Aur
          ,6.47,97.235833,26.967778,  F5                ,,,
          ,6.23,97.116667,16.238333,  G5                ,,,
          ,6.51,96.200833,-52.806389,  K5-M0III          ,,,
          ,6.15,97.078333,10.303889,  K2III-IV          ,,,
 18Nu  Gem,4.15,97.240833,20.212222,  B6IIIe            ,0.009,362.3955556,Gem
 10    Mon,5.06,96.99,-4.762222,  B2V               ,,,Mon
          ,5.8,96.057083,-60.281111,  A0V               ,,,
          ,6.54,100.07,79.599444,  A1V               ,,,
          ,6.48,97.07,1.912222,  B9V               ,,,
          ,5.76,96.431667,-48.177222,  B9V               ,0.003,1087.186667,
          ,6.07,96.796667,-25.856667,  F9V               ,0.045,72.47911111,
          ,6.65,101.125833,82.115278,  A5V               ,,,
          ,6.59,97.25,11.019444,  A9IV              ,,,
   Pi 1Dor,5.56,95.659167,-69.984167,  K5III             ,,,1Dor
          ,6.48,96.78125,-37.895556,  F3V               ,,,
          ,6.46,96.109583,-63.428889,  G3III-IV          ,,,
          ,6.16,97.312083,2.646111, gM1                ,,,
 11Bet Mon,4.6,97.204167,-7.032778,  B3Ve              ,0.021,155.312381,Mon
 11Bet Mon,5.4,97.20625,-7.034444,  B3ne              ,0.021,155.312381,Mon
 11Bet Mon,5.6,97.20625,-7.034444,  B3e               ,0.021,155.312381,Mon
          ,5.77,97.155417,-17.466111,  G5                ,,,
          ,6.27,96.231667,-63.827778,  B6V               ,,,
   Lam CMa,4.48,97.042083,-32.58,  B4V               ,0.013,250.8892308,CMa
          ,6.57,97.522917,9.029167,  A0III             ,,,
          ,5.73,100.12,77.995833, gK5                ,0.018,181.1977778,
          ,5.74,97.163333,-32.371111,  B4Vnpe            ,0.006,543.5933333,
          ,6.24,99.47875,73.695556,  F2                ,0.039,83.62974359,
          ,6.2,97.792083,16.938611,  K2III             ,,,
          ,5.93,97.547083,-10.081389,  K0                ,,,
          ,6.32,97.17625,-41.074444,  F2-3V             ,,,
          ,5.82,96.766667,-58.002222,  K3III             ,,,
          ,6.14,97.789583,11.250833,  B2V:nne           ,0.009,362.3955556,
 19    Gem,6.4,97.905833,15.903333,  A8V               ,,,Gem
          ,5.87,98.113333,32.454722,  A3m+A3m:          ,,,
          ,6.16,97.644583,-13.148056,  B1.5V             ,,,
          ,6.65,97.913333,11.792222,  B6III             ,,,
          ,5.23,97.95125,11.544444,  A3V               ,0.01,326.156,
  7    Lyn,6.45,98.636667,55.353056,  K0III:            ,,,Lyn
   Pi 2Dor,5.38,96.369167,-69.690278,  G8III             ,0.007,465.9371429,2Dor
          ,6.03,98.097083,11.673611,  K0III             ,,,
          ,5.15,97.845833,-12.391667,  K3III             ,0.022,148.2527273,
          ,5.93,97.692917,-27.769444,  B2.5V             ,,,
          ,5.43,97.95875,-8.158056, gK2                ,,,
 12    Mon,5.84,98.08,4.855833,  K0V               ,,,Mon
          ,6.42,98.427917,33.024167,  A3V               ,,,
          ,5.27,97.454583,-50.239167,  F2V               ,0.027,120.7985185,
 13    Mon,4.5,98.225833,7.333056,  A0Ib              ,0.007,465.9371429,Mon
          ,5.6,98.09625,-5.868889,  F0Vnn             ,,,
  4Xi 1CMa,4.33,97.96375,-23.418333,  B0.5IV            ,,,1CMa
          ,5.84,97.804167,-35.259167,  G8III             ,,,
          ,5.22,97.36875,-56.852778,  K0III             ,0.01,326.156,
          ,6.2,97.749167,-40.916389,  K3III             ,,,
          ,5.53,98.400417,14.155278, gK2                ,,,
          ,6.24,98.195417,-11.166389,  G9.5III:Ba3       ,,,
          ,6.34,97.895833,-36.94,  M1III             ,,,
  8    Lyn,5.94,99.4225,61.481111,  G8IV-V            ,0.027,120.7985185,Lyn
          ,5.1,98.407917,-1.220278,  B5Vn              ,,,
          ,5.92,100.134167,71.748889,  K0III             ,,,
          ,5.69,98.1625,-32.030556,  B2IVe             ,,,
 49    Aur,5.27,98.800417,28.022222,  A0Vnn             ,0,,Aur
          ,5.24,98.08875,-37.696667,  G8III             ,0.016,203.8475,
          ,5.6,97.82625,-51.826111,  F8V               ,,,
          ,5.45,101.55875,79.564722,  F8V               ,0.049,66.56244898,
 11    Lyn,5.85,99.410417,56.8575,  A2V               ,,,Lyn
          ,6.4,98.360833,-20.923889,  G5                ,,,
 14    Mon,6.45,98.693333,7.5725,  A0V s             ,,,Mon
          ,5.29,99.137083,38.445278,  C5II              ,0.005,652.312,
          ,5.88,98.823333,9.988333,  K4III             ,,,
          ,6.44,98.292917,-38.625278,  G8III             ,,,
          ,6.29,97.5125,-65.568333,  F0III             ,,,
          ,5.8,98.815833,0.89,  B8Ib              ,,,
          ,6.15,97.794167,-61.879722,  B3V               ,,,
          ,5.42,98.45625,-36.232222,  K3III             ,0.03,108.7186667,
   Mu  Pic,5.7,97.993333,-58.754167,  B9Ve              ,,,Pic
          ,6.55,99,4.4975,  B9III             ,,,
  5Xi 2CMa,4.54,98.764167,-22.964722,  A0V               ,0.025,130.4624,2CMa
          ,5.62,98.647083,-32.716389,  B8V               ,,,
          ,6.19,98.35875,-52.328889,  G8III             ,,,
          ,6.44,99.363333,24.590833,  A3V               ,,,
          ,5.52,99.147083,-5.211111,  B8V               ,,,
 51    Aur,5.69,99.664583,39.390833,  K5III             ,,,Aur
 52Psi3Aur,5.2,99.705,39.9025,  B8III             ,,,52Psi3Aur
 24Gam Gem,1.93,99.427917,16.399167,  A0IV              ,0.033,98.83515152,Gem
          ,6.06,99.350417,6.135278,  O8p               ,,,
  6Nu 1CMa,5.7,99.095,-18.66,  G8III+F3IV-V      ,,,1CMa
          ,5.59,98.850417,-36.78,  A0V               ,0.011,296.5054545,
 53    Aur,5.79,99.595833,28.984167,  B9npEu            ,,,Aur
          ,6.38,99.40375,10.853056,  K0                ,,,
 50Psi2Aur,4.79,99.832917,42.488889,  K3III             ,0.004,815.39,50Psi2Aur
          ,5.97,99.194583,-13.320833,  K5                ,,,
  7Nu 2CMa,3.95,99.170833,-19.255833,  K1III             ,0.058,56.2337931,2CMa
          ,6.17,99.417917,2.704167,  K1III             ,,,
          ,6.35,98.975,-36.088889,  G0V               ,0.028,116.4842857,
          ,6.15,99.469583,4.957222,  B1Ib              ,,,
          ,6.35,99.170417,-22.615,  B5V               ,0.012,271.7966667,
          ,6.41,99.991667,44.013889,  K1III             ,,,
          ,4.39,98.744167,-52.975556,  A0II              ,,,
          ,6.04,99.772083,22.030833,  G9III             ,,,
          ,6.12,99.420417,-12.985,  K0                ,,,
 54    Aur,6.03,99.887917,28.263056,  B7III             ,0.002,1630.78,Aur
          ,6.38,99.880833,24.6,  F8IV              ,,,
          ,6.14,99.585417,-2.543611,  K2                ,,,
          ,6.57,99.70625,4.700556,  B8IIIn            ,,,
          ,6.21,99.65875,1.613611,  O9.5II            ,,,
  8Nu 3CMa,4.43,99.4725,-18.2375,  K1-II-III         ,0.013,250.8892308,3CMa
          ,6.04,99.257917,-38.146667,  K0III             ,,,
          ,6.34,99.21375,-41.556944,  K0II              ,,,
          ,5.71,99.3075,-36.990556,  B7IV              ,,,
          ,5.27,99.448333,-32.339722,  K2III             ,0.017,191.8564706,
          ,6.03,99.6475,-16.873611,  A1V s             ,,,
          ,5.97,99.948333,12.983056,  A2V               ,,,
          ,4.82,99.819583,-14.145833,  K2II              ,-0.003,,
   Nu  Pup,3.17,99.440417,-43.196111,  B8III             ,,,Pup
          ,6.46,100.407083,35.931944,  F8III             ,,,
 25    Gem,6.42,100.3375,28.196389,  G5Ib              ,,,Gem
          ,6.51,100.1325,6.371667,  B8IIISi           ,,,
          ,6.05,99.90125,-23.695556,  A0                ,,,
 15    Mon,4.66,100.244583,9.895556,  O7V((f))          ,-0.004,,Mon
          ,6.28,100.340833,16.3975,  A1V               ,,,
          ,6.11,100.321667,11.003333,  M1III             ,,,
 55Psi4Aur,5.02,100.770833,44.524444,  K5III             ,0.019,171.6610526,55Psi4Aur
          ,5.71,99.927917,-30.470278,  K0III             ,0.019,171.6610526,
          ,5.79,100.2725,0.495278,  B8III             ,,,
          ,4.93,99.656667,-48.220278,  G8III             ,0.012,271.7966667,
          ,6.27,101.048333,53.296389,  K0                ,,,
          ,6.19,100.8075,37.146944,  K0                ,,,
          ,6.58,99.987083,-38.158889,  K1IIICNIb         ,,,
 26    Gem,5.21,100.60125,17.645278,  A2V               ,,,Gem
          ,6.37,100.497083,6.345,  O6.5V             ,,,
          ,6.18,99.5025,-61.533056,  G1-2V             ,,,
          ,5.19,100.485,-9.167222,  M0III             ,0.031,105.2116129,
 12    Lyn,4.87,101.55875,59.441667,  A3V               ,0.011,296.5054545,Lyn
          ,6.31,101.0525,36.109722,  A2V               ,,,
 27Eps Gem,2.98,100.982917,25.131111,  G8Ib              ,0.017,191.8564706,Gem
          ,6.19,100.777083,3.033333,  K0                ,,,
          ,6.12,100.30875,-40.349722,  B4V               ,,,
          ,6.65,100.205417,-47.674722,  M2III             ,,,
 13    Lyn,5.35,101.70625,57.169167,  K0III             ,,,Lyn
 30    Gem,4.49,100.997083,13.227778,  K0IIICN1Ca1       ,0.007,465.9371429,Gem
          ,5.9,100.91125,3.932222,  B0III             ,,,
 28    Gem,5.44,101.189583,28.970833,  K4III             ,,,Gem
          ,6.13,100.690833,-22.449167,  F0                ,,,
          ,6.29,100.568333,-38.398611,  A3V+F/G           ,0.003,1087.186667,
 56Psi5Aur,5.25,101.684583,43.5775,  G0V               ,0.068,47.96411765,56Psi5Aur
 31Xi  Gem,3.36,101.3225,12.895556,  F5III             ,0.055,59.30109091,Gem
          ,6.33,102.05375,55.704444, dF6                ,0.032,101.92375,
          ,6.28,102.05125,55.704444, dF5                ,0.032,101.92375,
 57Psi6Aur,5.22,101.915,48.789444,  K0III             ,,,57Psi6Aur
          ,6.3,100.847083,-39.193333,  A8:mDel Del       ,,,
 32    Gem,6.46,101.475833,12.693611,  A9III             ,,,Gem
 42    Cam,5.14,102.737917,67.571944,  B4IV              ,0.01,326.156,Cam
  9Alp CMa,-1.46,101.287083,-16.716111,  A1Vm              ,0.375,8.697493333,CMa
 10    CMa,5.2,101.118333,-31.070556,  B2IIIe            ,,,CMa
          ,6.45,101.21625,-27.341389,  G2V               ,0.062,52.60580645,
 16    Mon,5.93,101.635,8.587222,  B2.5V             ,,,Mon
          ,6.05,101.347083,-23.461944,  K0                ,,,
          ,6.54,101.26,-30.586111,  B8IV              ,,,
          ,5.32,101.497083,-14.796111,  A2V               ,0.024,135.8983333,
          ,6.2,101.847917,18.193333,  A2V               ,0.016,203.8475,
          ,5.92,101.345,-31.793611,  F6V               ,0.051,63.95215686,
          ,5.8,101.380417,-30.948889,  B2III             ,0.005,652.312,
          ,5.66,101.6625,-10.107222,  B9.5V             ,,,
 17    Mon,4.77,101.8325,8.037222,  K4III             ,0.013,250.8892308,Mon
 11    CMa,5.29,101.712917,-14.425833,  B9III             ,,,CMa
          ,6.51,100.240833,-71.775556,  K1IIICNII         ,,,
 18    Mon,4.47,101.965,2.412222,  K0+IIIaBa0.2      ,0.017,191.8564706,Mon
          ,6.62,101.51375,-39.54,  B6Vnne            ,,,
          ,5.07,101.904583,-8.998333,  M1+Ib-IIa         ,0.002,1630.78,
 12    CMa,6.08,101.75625,-21.015556,  B7IIIn            ,,,CMa
          ,6.21,101.550417,-37.775556,  B4Vne             ,,,
 43    Cam,5.12,103.425833,68.888333,  B7III             ,0.002,1630.78,Cam
          ,5.71,102.422083,32.606667,  K3II              ,,,
          ,6.57,101.35875,-52.201111,  G6Iab             ,,,
          ,5.75,102.079167,-1.319167,  F1V               ,,,
          ,5.8,101.47375,-52.41,  K3III             ,,,
 58Psi7Aur,5.02,102.69125,41.781389,  K3III             ,-0.003,,58Psi7Aur
          ,6.15,102.265417,1.001944,  B3II-III          ,,,
          ,5.26,101.839167,-37.929722,  B9IV              ,,,
 33    Gem,5.85,102.4575,16.202778,  B7III             ,,,Gem
 14    Lyn,5.33,103.27125,59.448611,  G4III+A2V         ,0.005,652.312,Lyn
          ,5.74,102.318333,-2.271944,  B8IIIn            ,,,
          ,5.39,102.240833,-15.144722,  B6V               ,0.004,815.39,
          ,5.4,101.72,-51.265833,  K1II-III+G:p      ,0.018,181.1977778,
          ,6.46,101.672917,-54.694722,  G6III             ,0.004,815.39,
 35    Gem,5.65,102.60625,13.413333, gK3                ,,,Gem
          ,5.61,101.827917,-55.54,  K5III             ,,,
          ,4.55,105.016667,76.9775,  K4III             ,0.023,141.8069565,
          ,6.33,102.433333,-24.075833,  A1                ,0.002,1630.78,
 36    Gem,5.27,102.8875,21.761111,  A2V               ,0.01,326.156,Gem
          ,5.77,102.707917,-0.540833,  F2V               ,0.036,90.59888889,
          ,6.37,100.903333,-73.118056,  G8III             ,,,
          ,6.26,103.281667,44.839444,  A8Vn              ,,,
          ,5.65,103,23.601667,  K5III             ,,,
          ,6.29,102.67625,-8.041111,  A2pSrCrEu         ,,,
          ,5.79,102.59125,-17.083889,  K0                ,,,
          ,6.11,101.23375,-70.433889,  K3III             ,,,
          ,7.04,102.525,-27.333889,  B2IV              ,,,
 13Kap CMa,3.96,102.460417,-32.508611,  B1.5IVne          ,,,CMa
 59    Aur,6.12,103.25625,38.869167,  F2VDel Del        ,,,Aur
 34The Gem,3.6,103.197083,33.961111,  A3III             ,0.021,155.312381,Gem
 60    Aur,6.3,103.305833,38.438056, dF5                ,0.005,652.312,Aur
          ,6.01,103.264167,35.788611,  K3III:            ,,,
          ,6.38,102.91375,3.041667,  A2V s             ,,,
          ,6.33,102.65375,-25.778056,  B2V               ,,,
          ,5.7,102.597083,-31.706111,  B6Vnpe            ,,,
          ,6.55,102.490833,-45.45,  K5-M0III          ,,,
 61Psi8Aur,6.48,103.4875,38.505,  B9.5pSi           ,,,61Psi8Aur
          ,5.14,102.4775,-46.614722,  F5V               ,0.049,66.56244898,
          ,4.99,102.718333,-34.367222,  K5III             ,-0.013,,
   Alp Pic,3.27,102.0475,-61.941389,  A7IV              ,0.052,62.72230769,Pic
          ,5.77,103.205833,8.380278,  F0Vn              ,,,
          ,6.3,103.095417,-5.316111,  K0                ,,,
   Tau Pup,2.93,102.484167,-50.614722,  K1III             ,,,Pup
          ,4.4,102.46375,-53.622222,  G6II              ,0.025,130.4624,
          ,6.24,103.34375,10.996389,  K0III             ,,,
          ,6.34,103.813333,45.826389,  K0III-IV          ,,,
          ,6.13,103.81125,43.91,  A9III             ,,,
          ,5.96,102.92625,-36.230278,  A3V               ,,,
   Zet Men,5.64,100.01125,-80.813611,  A5III             ,,,Men
 15    Lyn,4.35,104.31875,58.4225,  G5III-IV          ,0.014,232.9685714,Lyn
          ,6.05,104.305,57.563333,  K3III             ,,,
          ,6.11,102.504583,-60.249167,  F7III-IV          ,,,
          ,6.42,102.886667,-48.2925,  K2-3III           ,,,
 38    Gem,4.65,103.66125,13.177778,  F0Vp              ,0.043,75.85023256,Gem
          ,5.64,103.328333,-19.032778,  F1V               ,,,
          ,6.14,103.340417,-18.933333,  A5m               ,,,
